transaction_id,date,customer_id,product_id,store_id,quantity,unit_price,promotion_applied,revenue
T100991,2024-03-10,C6921,P1056,S102,1,525.76,0,525.76
T100992,2024-05-23,C6890,P1039,S105,3,93.18,0,279.54
T100993,2024-08-29,C5314,P1028,S107,2,311.94,0,623.88
T100994,2024-10-20,C6407,P1073,S106,1,344.68,0,344.68
T100995,2024-02-02,C5138,P1019,S105,1,157.28,0,157.28
T100996,2024-03-04,C5443,P1025,S112,1,31.62,1,28.46
T100997,2024-12-23,C6913,P1096,S111,1,234.47,0,234.47
T100998,2024-05-13,C6057,P1028,S105,1,311.94,0,311.94
T100999,2024-07-21,C6259,P1005,S105,2,6.32,0,12.64
T101000,2024-10-21,C5238,P1050,S102,2,36.72,0,73.44
T101001,2024-12-28,C6771,P1043,S109,2,26.88,0,53.76
T101002,2024-08-03,C6790,P1059,S111,2,596.16,0,1192.32
T101003,2024-12-15,C5410,P1035,S109,1,216.25,0,216.25
T101004,2024-04-21,C5498,P1095,S109,1,346.02,0,346.02
T101005,2024-05-04,C5141,P1036,S110,1,93.47,0,93.47
T101006,2024-02-21,C5872,P1047,S105,1,17.68,0,17.68
T101007,2024-09-13,C5802,P1027,S106,2,91.55,0,183.1
T101008,2024-03-04,C6793,P1020,S102,2,139.37,0,278.74
T101009,2024-02-24,C6256,P1047,S107,1,17.68,0,17.68
T101010,2024-01-22,C5465,P1099,S103,1,152.47,0,152.47
T101011,2024-02-20,C5530,P1060,S112,1,29.52,0,29.52
T101012,2024-11-27,C5076,P1069,S112,2,196.61,0,393.22
T101013,2024-11-10,C6249,P1026,S106,1,199.04,0,199.04
T101014,2024-02-02,C6556,P1070,S109,1,231.39,0,231.39
T101015,2024-04-16,C5445,P1022,S109,1,122.72,0,122.72
T101016,2024-11-03,C6348,P1011,S109,3,276.92,0,830.76
T101017,2024-12-13,C5341,P1079,S103,2,75.04,0,150.08
T101018,2024-01-24,C5641,P1009,S112,2,118.85,0,237.7
T101019,2024-11-06,C6054,P1040,S103,2,282.49,1,508.48
T101020,2024-04-26,C6721,P1034,S112,2,172.77,0,345.54
T101021,2024-09-26,C5999,P1070,S101,1,231.39,0,231.39
T101022,2024-03-03,C6202,P1025,S111,1,31.62,1,28.46
T101023,2024-08-02,C6217,P1012,S109,2,190.29,1,342.52
T101024,2024-10-24,C5050,P1055,S107,1,2.49,0,2.49
T101025,2024-11-18,C5743,P1047,S109,2,17.68,0,35.36
T101026,2024-05-30,C6121,P1003,S106,2,22.93,1,41.27
T101027,2024-05-09,C5468,P1031,S108,1,52.15,0,52.15
T101028,2024-08-09,C5763,P1044,S101,1,33.2,0,33.2
T101029,2024-11-29,C5323,P1003,S105,2,22.93,1,41.27
T101030,2024-06-07,C6646,P1015,S102,1,15.36,0,15.36
T101031,2024-03-10,C5103,P1004,S112,2,28.22,0,56.44
T101032,2024-11-21,C6075,P1034,S109,3,172.77,0,518.31
T101033,2024-03-14,C6902,P1002,S101,2,191.81,0,383.62
T101034,2024-03-19,C5650,P1099,S107,1,152.47,0,152.47
T101035,2024-02-15,C5619,P1095,S101,2,346.02,0,692.04
T101036,2024-12-29,C6141,P1017,S108,1,10.04,0,10.04
T101037,2024-03-11,C5018,P1002,S107,2,191.81,0,383.62
T101038,2024-08-17,C5311,P1091,S110,1,279.21,0,279.21
T101039,2024-06-28,C6910,P1033,S102,1,291.8,0,291.8
T101040,2024-05-14,C6261,P1023,S102,1,180.16,1,162.14
T101041,2024-12-21,C5703,P1032,S107,2,133.65,0,267.3
T101042,2024-02-29,C6225,P1016,S109,1,61.7,0,61.7
T101043,2024-06-29,C6021,P1046,S106,1,5.08,0,5.08
T101044,2024-08-12,C5027,P1012,S110,3,190.29,1,513.78
T101045,2024-04-08,C5938,P1061,S101,1,163.04,0,163.04
T101046,2024-12-05,C5576,P1061,S111,1,163.04,0,163.04
T101047,2024-08-18,C6582,P1014,S103,1,140.0,0,140.0
T101048,2024-08-05,C6598,P1075,S111,2,27.06,0,54.12
T101049,2024-10-31,C6414,P1030,S107,1,10.6,0,10.6
T101050,2024-09-16,C5808,P1063,S107,1,1.48,0,1.48
T101051,2024-10-03,C5591,P1061,S105,1,163.04,0,163.04
T101052,2024-10-10,C6419,P1017,S101,2,10.04,0,20.08
T101053,2024-07-19,C5022,P1058,S106,1,3.34,0,3.34
T101054,2024-04-20,C6657,P1012,S101,2,190.29,1,342.52
T101055,2024-05-31,C6018,P1034,S105,1,172.77,0,172.77
T101056,2024-07-03,C5989,P1031,S101,1,52.15,0,52.15
T101057,2024-08-28,C5595,P1036,S104,1,93.47,0,93.47
T101058,2024-10-03,C5047,P1085,S111,1,321.0,0,321.0
T101059,2024-09-16,C5266,P1068,S111,1,105.89,0,105.89
T101060,2024-11-10,C6831,P1091,S109,1,279.21,0,279.21
T101061,2024-09-23,C5119,P1089,S101,1,28.27,0,28.27
T101062,2024-04-22,C6483,P1061,S110,2,163.04,0,326.08
T101063,2024-03-23,C6581,P1076,S106,1,158.33,0,158.33
T101064,2024-10-10,C5617,P1001,S109,3,183.09,0,549.27
T101065,2024-01-27,C5971,P1024,S110,1,16.74,0,16.74
T101066,2024-05-05,C6539,P1045,S106,3,20.96,0,62.88
T101067,2024-03-10,C6767,P1020,S101,1,139.37,0,139.37
T101068,2024-03-15,C6238,P1070,S110,1,231.39,0,231.39
T101069,2024-07-19,C6154,P1031,S108,1,52.15,0,52.15
T101070,2024-01-30,C5918,P1022,S106,1,122.72,0,122.72
T101071,2024-07-17,C6265,P1072,S106,1,259.15,0,259.15
T101072,2024-12-30,C6139,P1074,S111,1,531.52,0,531.52
T101073,2024-12-27,C6325,P1048,S103,1,413.62,0,413.62
T101074,2024-12-26,C6971,P1012,S108,1,190.29,0,190.29
T101075,2024-07-02,C5542,P1029,S111,1,32.02,1,28.82
T101076,2024-02-21,C5007,P1053,S104,1,130.84,0,130.84
T101077,2024-02-28,C6820,P1011,S108,1,276.92,0,276.92
T101078,2024-06-21,C5108,P1065,S101,1,568.2,0,568.2
T101079,2024-10-18,C5444,P1091,S107,1,279.21,0,279.21
T101080,2024-05-30,C6760,P1051,S111,2,11.55,0,23.1
T101081,2024-01-03,C5872,P1048,S111,1,413.62,0,413.62
T101082,2024-01-08,C5825,P1078,S108,2,102.27,0,204.54
T101083,2024-02-24,C5914,P1008,S108,1,29.24,0,29.24
T101084,2024-01-08,C6064,P1050,S104,1,36.72,0,36.72
T101085,2024-02-11,C6194,P1074,S108,2,531.52,0,1063.04
T101086,2024-01-22,C5279,P1064,S109,1,149.24,0,149.24
T101087,2024-07-23,C6987,P1049,S108,1,74.15,1,66.74
T101088,2024-02-27,C6449,P1096,S103,1,234.47,0,234.47
T101089,2024-07-09,C6053,P1066,S111,1,169.16,0,169.16
T101090,2024-11-07,C5738,P1002,S111,1,191.81,0,191.81
T101091,2024-01-16,C5906,P1003,S103,1,22.93,1,20.64
T101092,2024-09-07,C6129,P1055,S101,5,2.49,0,12.45
T101093,2024-09-09,C6375,P1064,S108,1,149.24,0,149.24
T101094,2024-05-23,C5434,P1036,S105,1,93.47,0,93.47
T101095,2024-11-21,C6431,P1048,S108,1,413.62,0,413.62
T101096,2024-02-28,C5604,P1052,S103,1,8.16,0,8.16
T101097,2024-10-08,C6894,P1032,S107,1,133.65,0,133.65
T101098,2024-02-16,C6068,P1072,S101,1,259.15,0,259.15
T101099,2024-11-03,C5574,P1035,S102,1,216.25,0,216.25
T101100,2024-05-30,C6420,P1097,S111,1,57.0,0,57.0
T101101,2024-04-18,C6005,P1006,S103,1,6.02,0,6.02
T101102,2024-07-18,C5897,P1044,S106,1,33.2,0,33.2
T101103,2024-11-01,C6085,P1002,S111,1,191.81,0,191.81
T101104,2024-03-15,C6330,P1047,S101,1,17.68,0,17.68
T101105,2024-03-09,C5861,P1038,S103,4,25.2,0,100.8
T101106,2024-10-08,C5427,P1056,S103,2,525.76,0,1051.52
T101107,2024-12-02,C6958,P1038,S107,1,25.2,0,25.2
T101108,2024-07-22,C5488,P1049,S103,2,74.15,0,148.3
T101109,2024-05-16,C6922,P1056,S102,1,525.76,0,525.76
T101110,2024-01-12,C6774,P1095,S105,1,346.02,0,346.02
T101111,2024-01-14,C6703,P1055,S108,1,2.49,0,2.49
T101112,2024-04-05,C5005,P1058,S102,2,3.34,0,6.68
T101113,2024-03-12,C5051,P1045,S111,2,20.96,0,41.92
T101114,2024-02-08,C6194,P1086,S112,1,20.4,1,18.36
T101115,2024-06-25,C6480,P1054,S109,1,250.09,1,225.08
T101116,2024-03-11,C5708,P1043,S105,1,26.88,0,26.88
T101117,2024-12-12,C6976,P1014,S112,1,140.0,0,140.0
T101118,2024-12-02,C5220,P1065,S107,1,568.2,0,568.2
T101119,2024-05-22,C5880,P1046,S106,2,5.08,0,10.16
T101120,2024-04-11,C6175,P1063,S104,1,1.48,0,1.48
T101121,2024-01-18,C6788,P1093,S109,1,9.54,0,9.54
T101122,2024-11-11,C6018,P1082,S104,2,15.76,0,31.52
T101123,2024-05-15,C6883,P1056,S104,1,525.76,0,525.76
T101124,2024-01-31,C6811,P1016,S106,1,61.7,0,61.7
T101125,2024-03-24,C5085,P1066,S101,2,169.16,0,338.32
T101126,2024-09-17,C6633,P1096,S111,2,234.47,0,468.94
T101127,2024-12-06,C6680,P1067,S106,1,135.11,0,135.11
T101128,2024-02-11,C5791,P1016,S105,1,61.7,0,61.7
T101129,2024-07-12,C6662,P1027,S105,2,91.55,0,183.1
T101130,2024-08-17,C5020,P1038,S106,2,25.2,0,50.4
T101131,2024-09-08,C5351,P1052,S112,1,8.16,0,8.16
T101132,2024-02-02,C5806,P1095,S102,1,346.02,0,346.02
T101133,2024-09-22,C6635,P1074,S105,1,531.52,0,531.52
T101134,2024-06-13,C5073,P1069,S102,2,196.61,0,393.22
T101135,2024-10-19,C5171,P1022,S101,1,122.72,0,122.72
T101136,2024-05-10,C5837,P1037,S109,2,285.77,0,571.54
T101137,2024-05-22,C5603,P1067,S111,3,135.11,1,364.8
T101138,2024-04-10,C5374,P1050,S103,1,36.72,0,36.72
T101139,2024-01-14,C5206,P1007,S106,4,250.56,0,1002.24
T101140,2024-05-10,C6002,P1050,S108,2,36.72,0,73.44
T101141,2024-02-20,C5531,P1011,S105,1,276.92,0,276.92
T101142,2024-11-17,C6634,P1007,S106,1,250.56,0,250.56
T101143,2024-11-10,C6337,P1079,S108,1,75.04,0,75.04
T101144,2024-05-31,C5000,P1077,S109,2,53.8,0,107.6
T101145,2024-02-24,C5619,P1069,S109,1,196.61,0,196.61
T101146,2024-09-06,C5317,P1098,S111,1,176.7,0,176.7
T101147,2024-12-15,C5055,P1030,S107,1,10.6,0,10.6
T101148,2024-05-25,C6458,P1079,S108,1,75.04,0,75.04
T101149,2024-02-16,C5994,P1010,S102,1,18.18,0,18.18
T101150,2024-06-09,C6687,P1097,S109,1,57.0,0,57.0
T101151,2024-06-25,C5962,P1035,S110,2,216.25,0,432.5
T101152,2024-10-26,C5789,P1004,S111,1,28.22,0,28.22
T101153,2024-12-16,C5521,P1042,S103,1,71.2,0,71.2
T101154,2024-05-14,C6200,P1027,S105,1,91.55,0,91.55
T101155,2024-02-12,C6676,P1062,S104,2,258.92,0,517.84
T101156,2024-02-27,C5915,P1015,S112,1,15.36,0,15.36
T101157,2024-05-15,C5226,P1073,S102,2,344.68,0,689.36
T101158,2024-06-12,C6904,P1078,S102,2,102.27,0,204.54
T101159,2024-06-23,C6371,P1017,S107,2,10.04,0,20.08
T101160,2024-04-24,C6355,P1041,S101,2,163.54,0,327.08
T101161,2024-11-12,C5090,P1043,S109,2,26.88,0,53.76
T101162,2024-10-16,C5256,P1023,S104,1,180.16,0,180.16
T101163,2024-09-06,C5799,P1098,S102,1,176.7,0,176.7
T101164,2024-01-31,C6918,P1029,S112,1,32.02,0,32.02
T101165,2024-06-22,C6780,P1027,S109,1,91.55,0,91.55
T101166,2024-01-15,C6571,P1082,S102,2,15.76,0,31.52
T101167,2024-03-07,C5085,P1026,S102,1,199.04,0,199.04
T101168,2024-09-22,C5128,P1051,S101,1,11.55,0,11.55
T101169,2024-10-11,C6242,P1021,S104,1,33.42,0,33.42
T101170,2024-04-19,C6999,P1033,S111,3,291.8,0,875.4
T101171,2024-12-11,C6586,P1017,S104,1,10.04,0,10.04
T101172,2024-09-09,C6526,P1085,S102,1,321.0,0,321.0
T101173,2024-04-14,C6656,P1022,S106,2,122.72,0,245.44
T101174,2024-03-20,C5180,P1087,S101,1,21.95,0,21.95
T101175,2024-12-24,C6265,P1062,S104,1,258.92,0,258.92
T101176,2024-04-13,C5195,P1009,S102,1,118.85,0,118.85
T101177,2024-10-07,C6668,P1013,S105,1,83.23,0,83.23
T101178,2024-11-06,C6061,P1023,S111,1,180.16,1,162.14
T101179,2024-01-22,C5977,P1029,S108,1,32.02,0,32.02
T101180,2024-12-16,C6952,P1073,S110,2,344.68,0,689.36
T101181,2024-10-26,C6295,P1064,S102,1,149.24,0,149.24
T101182,2024-03-31,C5109,P1051,S105,1,11.55,0,11.55
T101183,2024-01-24,C6012,P1001,S111,2,183.09,0,366.18
T101184,2024-05-08,C6713,P1002,S111,1,191.81,0,191.81
T101185,2024-07-05,C6861,P1012,S110,2,190.29,1,342.52
T101186,2024-01-20,C5225,P1007,S104,2,250.56,0,501.12
T101187,2024-12-26,C5907,P1014,S108,1,140.0,0,140.0
T101188,2024-11-28,C6475,P1026,S101,1,199.04,0,199.04
T101189,2024-05-23,C5602,P1096,S107,1,234.47,0,234.47
T101190,2024-03-18,C6592,P1029,S110,5,32.02,0,160.1
T101191,2024-01-15,C6820,P1034,S110,2,172.77,0,345.54
T101192,2024-03-25,C5612,P1074,S107,1,531.52,0,531.52
T101193,2024-10-25,C6869,P1048,S103,1,413.62,0,413.62
T101194,2024-01-18,C6544,P1003,S111,1,22.93,0,22.93
T101195,2024-11-04,C6904,P1040,S112,3,282.49,0,847.47
T101196,2024-06-29,C5635,P1039,S103,5,93.18,0,465.9
T101197,2024-11-26,C6849,P1086,S112,1,20.4,1,18.36
T101198,2024-10-21,C5723,P1004,S102,2,28.22,0,56.44
T101199,2024-12-23,C5498,P1034,S112,1,172.77,0,172.77
T101200,2024-03-30,C5949,P1016,S110,2,61.7,0,123.4
T101201,2024-03-19,C6372,P1004,S105,1,28.22,0,28.22
T101202,2024-11-29,C6221,P1050,S103,1,36.72,0,36.72
T101203,2024-09-16,C5865,P1057,S111,1,151.94,0,151.94
T101204,2024-02-26,C6440,P1013,S101,2,83.23,0,166.46
T101205,2024-09-14,C5191,P1028,S109,1,311.94,0,311.94
T101206,2024-07-30,C6921,P1023,S105,1,180.16,0,180.16
T101207,2024-11-07,C6227,P1000,S104,1,28.57,0,28.57
T101208,2024-02-09,C5929,P1052,S112,1,8.16,0,8.16
T101209,2024-09-15,C6454,P1062,S107,3,258.92,0,776.76
T101210,2024-07-24,C6124,P1039,S101,2,93.18,1,167.72
T101211,2024-01-05,C5383,P1086,S107,2,20.4,0,40.8
T101212,2024-06-28,C6233,P1080,S107,2,420.42,0,840.84
T101213,2024-01-29,C5648,P1043,S109,5,26.88,0,134.4
T101214,2024-10-17,C6725,P1028,S105,5,311.94,0,1559.7
T101215,2024-05-24,C6918,P1084,S102,1,151.16,0,151.16
T101216,2024-02-16,C6313,P1038,S107,1,25.2,0,25.2
T101217,2024-09-04,C6457,P1075,S101,1,27.06,0,27.06
T101218,2024-07-23,C5959,P1048,S110,1,413.62,0,413.62
T101219,2024-02-10,C6935,P1043,S109,2,26.88,0,53.76
T101220,2024-07-28,C5491,P1056,S107,1,525.76,0,525.76
T101221,2024-09-17,C5607,P1067,S102,2,135.11,1,243.2
T101222,2024-01-19,C6121,P1071,S110,1,17.19,1,15.47
T101223,2024-04-26,C5970,P1087,S111,1,21.95,0,21.95
T101224,2024-11-23,C5241,P1071,S102,1,17.19,1,15.47
T101225,2024-12-09,C5617,P1091,S106,2,279.21,0,558.42
T101226,2024-08-16,C6045,P1050,S102,1,36.72,0,36.72
T101227,2024-01-30,C5875,P1067,S108,1,135.11,1,121.6
T101228,2024-10-18,C5699,P1087,S102,2,21.95,0,43.9
T101229,2024-01-13,C6861,P1094,S111,1,287.69,0,287.69
T101230,2024-06-21,C5454,P1018,S108,1,117.86,0,117.86
T101231,2024-08-24,C6678,P1006,S104,1,6.02,0,6.02
T101232,2024-04-12,C6825,P1051,S106,1,11.55,1,10.4
T101233,2024-06-10,C5484,P1041,S102,1,163.54,0,163.54
T101234,2024-07-19,C6010,P1042,S104,1,71.2,0,71.2
T101235,2024-11-17,C6921,P1074,S107,2,531.52,0,1063.04
T101236,2024-12-24,C6094,P1056,S106,1,525.76,0,525.76
T101237,2024-10-25,C5125,P1032,S108,2,133.65,0,267.3
T101238,2024-03-26,C5669,P1037,S104,1,285.77,0,285.77
T101239,2024-04-24,C6212,P1096,S107,1,234.47,0,234.47
T101240,2024-08-13,C6162,P1052,S111,3,8.16,0,24.48
T101241,2024-02-26,C5758,P1043,S112,2,26.88,0,53.76
T101242,2024-12-17,C5435,P1007,S107,1,250.56,0,250.56
T101243,2024-09-13,C5272,P1058,S110,1,3.34,0,3.34
T101244,2024-04-22,C5496,P1081,S112,2,268.18,0,536.36
T101245,2024-12-01,C5881,P1066,S111,1,169.16,0,169.16
T101246,2024-05-18,C5738,P1038,S111,1,25.2,0,25.2
T101247,2024-04-18,C6536,P1024,S110,1,16.74,0,16.74
T101248,2024-06-30,C5335,P1059,S111,3,596.16,0,1788.48
T101249,2024-05-10,C5918,P1046,S104,2,5.08,0,10.16
T101250,2024-11-24,C5534,P1067,S106,1,135.11,0,135.11
T101251,2024-08-14,C6062,P1092,S106,1,175.96,0,175.96
T101252,2024-05-11,C6204,P1053,S104,2,130.84,0,261.68
T101253,2024-04-05,C5204,P1022,S104,1,122.72,0,122.72
T101254,2024-01-09,C5318,P1022,S110,2,122.72,0,245.44
T101255,2024-08-19,C6874,P1020,S101,1,139.37,0,139.37
T101256,2024-11-28,C5774,P1017,S104,1,10.04,0,10.04
T101257,2024-07-26,C5596,P1008,S108,2,29.24,0,58.48
T101258,2024-01-08,C6693,P1087,S108,1,21.95,0,21.95
T101259,2024-09-05,C6838,P1073,S106,1,344.68,0,344.68
T101260,2024-02-26,C5100,P1062,S101,1,258.92,0,258.92
T101261,2024-08-06,C6474,P1079,S109,1,75.04,0,75.04
T101262,2024-12-18,C6335,P1077,S102,2,53.8,0,107.6
T101263,2024-08-25,C6689,P1073,S108,1,344.68,0,344.68
T101264,2024-12-03,C6324,P1031,S107,1,52.15,0,52.15
T101265,2024-06-15,C6776,P1018,S108,2,117.86,0,235.72
T101266,2024-03-04,C6409,P1086,S109,1,20.4,0,20.4
T101267,2024-09-12,C6146,P1087,S102,2,21.95,0,43.9
T101268,2024-08-26,C6408,P1070,S110,1,231.39,0,231.39
T101269,2024-10-03,C5781,P1028,S110,1,311.94,0,311.94
T101270,2024-10-19,C5783,P1062,S110,1,258.92,0,258.92
T101271,2024-10-07,C6505,P1072,S108,1,259.15,0,259.15
T101272,2024-10-29,C6001,P1059,S106,1,596.16,0,596.16
T101273,2024-09-26,C6595,P1025,S104,1,31.62,0,31.62
T101274,2024-03-16,C6498,P1024,S109,2,16.74,0,33.48
T101275,2024-05-04,C5203,P1072,S111,1,259.15,0,259.15
T101276,2024-10-09,C5839,P1033,S108,1,291.8,0,291.8
T101277,2024-06-26,C5778,P1097,S111,2,57.0,0,114.0
T101278,2024-06-28,C6019,P1072,S101,2,259.15,0,518.3
T101279,2024-07-21,C6084,P1025,S110,1,31.62,0,31.62
T101280,2024-01-05,C6449,P1078,S109,2,102.27,0,204.54
T101281,2024-04-01,C5877,P1060,S108,1,29.52,0,29.52
T101282,2024-12-21,C5811,P1020,S105,2,139.37,0,278.74
T101283,2024-11-16,C6423,P1070,S105,1,231.39,0,231.39
T101284,2024-12-25,C5481,P1043,S107,1,26.88,0,26.88
T101285,2024-09-06,C5376,P1046,S108,1,5.08,0,5.08
T101286,2024-10-28,C5625,P1070,S109,2,231.39,0,462.78
T101287,2024-08-29,C5812,P1085,S105,1,321.0,0,321.0
T101288,2024-09-30,C6910,P1076,S104,1,158.33,1,142.5
T101289,2024-11-09,C5432,P1081,S111,1,268.18,0,268.18
T101290,2024-02-05,C5730,P1095,S107,1,346.02,0,346.02
T101291,2024-07-20,C5181,P1024,S112,1,16.74,0,16.74
T101292,2024-08-20,C5062,P1020,S109,1,139.37,0,139.37
T101293,2024-09-20,C5359,P1040,S104,1,282.49,0,282.49
T101294,2024-12-03,C6986,P1045,S101,1,20.96,0,20.96
T101295,2024-08-14,C6824,P1078,S107,1,102.27,0,102.27
T101296,2024-10-18,C6214,P1056,S108,3,525.76,0,1577.28
T101297,2024-03-27,C6659,P1040,S109,1,282.49,1,254.24
T101298,2024-09-22,C5576,P1090,S101,2,266.21,0,532.42
T101299,2024-07-25,C5064,P1001,S103,1,183.09,0,183.09
T101300,2024-03-27,C5625,P1097,S105,2,57.0,0,114.0
T101301,2024-01-16,C5352,P1083,S112,1,40.38,1,36.34
T101302,2024-02-05,C6125,P1066,S101,1,169.16,0,169.16
T101303,2024-11-06,C6657,P1087,S104,2,21.95,0,43.9
T101304,2024-02-15,C5857,P1047,S111,1,17.68,0,17.68
T101305,2024-07-27,C5397,P1043,S106,1,26.88,0,26.88
T101306,2024-07-28,C5541,P1079,S102,2,75.04,0,150.08
T101307,2024-12-20,C6909,P1041,S105,2,163.54,0,327.08
T101308,2024-07-31,C5265,P1040,S106,1,282.49,1,254.24
T101309,2024-07-16,C6628,P1022,S111,2,122.72,0,245.44
T101310,2024-02-15,C6705,P1009,S109,2,118.85,0,237.7
T101311,2024-08-01,C6186,P1038,S106,1,25.2,0,25.2
T101312,2024-05-27,C5486,P1099,S103,1,152.47,0,152.47
T101313,2024-08-20,C6008,P1059,S102,2,596.16,0,1192.32
T101314,2024-10-30,C6231,P1069,S106,2,196.61,0,393.22
T101315,2024-05-23,C6590,P1097,S108,1,57.0,0,57.0
T101316,2024-09-27,C5490,P1074,S101,1,531.52,0,531.52
T101317,2024-09-03,C6336,P1015,S111,1,15.36,0,15.36
T101318,2024-02-01,C5393,P1091,S103,1,279.21,0,279.21
T101319,2024-07-17,C5699,P1080,S108,2,420.42,0,840.84
T101320,2024-10-28,C5781,P1012,S110,1,190.29,1,171.26
T101321,2024-01-29,C5336,P1013,S103,1,83.23,0,83.23
T101322,2024-02-24,C5508,P1022,S101,2,122.72,0,245.44
T101323,2024-10-01,C6951,P1086,S102,2,20.4,1,36.72
T101324,2024-10-24,C5450,P1075,S111,2,27.06,0,54.12
T101325,2024-07-25,C6765,P1028,S104,1,311.94,0,311.94
T101326,2024-09-10,C5970,P1014,S106,1,140.0,0,140.0
T101327,2024-12-27,C6292,P1080,S101,1,420.42,0,420.42
T101328,2024-11-12,C6202,P1074,S101,1,531.52,0,531.52
T101329,2024-01-26,C6527,P1037,S110,1,285.77,0,285.77
T101330,2024-08-17,C5227,P1068,S105,1,105.89,0,105.89
T101331,2024-12-04,C6603,P1083,S112,1,40.38,0,40.38
T101332,2024-02-07,C6792,P1095,S109,1,346.02,0,346.02
T101333,2024-08-12,C6797,P1000,S101,2,28.57,0,57.14
T101334,2024-02-01,C6351,P1094,S109,2,287.69,0,575.38
T101335,2024-06-20,C5122,P1016,S111,2,61.7,0,123.4
T101336,2024-08-29,C6061,P1096,S108,1,234.47,0,234.47
T101337,2024-12-15,C5204,P1091,S106,1,279.21,0,279.21
T101338,2024-10-14,C6296,P1066,S107,2,169.16,0,338.32
T101339,2024-09-25,C5581,P1053,S104,1,130.84,0,130.84
T101340,2024-07-16,C6250,P1010,S102,2,18.18,0,36.36
T101341,2024-06-02,C5076,P1061,S104,4,163.04,0,652.16
T101342,2024-05-23,C5510,P1033,S107,3,291.8,0,875.4
T101343,2024-06-09,C6889,P1067,S112,2,135.11,1,243.2
T101344,2024-11-10,C6197,P1018,S106,2,117.86,0,235.72
T101345,2024-12-30,C6326,P1055,S105,1,2.49,0,2.49
T101346,2024-07-08,C5941,P1003,S106,1,22.93,0,22.93
T101347,2024-09-18,C6365,P1029,S104,2,32.02,1,57.64
T101348,2024-01-19,C5498,P1067,S106,1,135.11,0,135.11
T101349,2024-03-13,C6235,P1042,S107,1,71.2,0,71.2
T101350,2024-04-27,C6862,P1012,S109,1,190.29,1,171.26
T101351,2024-04-16,C5164,P1012,S106,2,190.29,1,342.52
T101352,2024-02-15,C5703,P1097,S109,1,57.0,0,57.0
T101353,2024-03-10,C6175,P1084,S101,1,151.16,1,136.04
T101354,2024-12-09,C6846,P1002,S102,2,191.81,0,383.62
T101355,2024-09-18,C6743,P1019,S101,2,157.28,1,283.1
T101356,2024-02-27,C6879,P1039,S111,1,93.18,0,93.18
T101357,2024-11-19,C6143,P1014,S110,1,140.0,0,140.0
T101358,2024-04-30,C6894,P1033,S103,1,291.8,0,291.8
T101359,2024-06-15,C6360,P1055,S105,2,2.49,0,4.98
T101360,2024-04-13,C5312,P1020,S110,1,139.37,0,139.37
T101361,2024-09-06,C6709,P1089,S101,1,28.27,1,25.44
T101362,2024-06-15,C5035,P1028,S108,1,311.94,0,311.94
T101363,2024-08-05,C5170,P1002,S111,2,191.81,0,383.62
T101364,2024-06-11,C6380,P1001,S102,1,183.09,0,183.09
T101365,2024-06-24,C6366,P1087,S111,2,21.95,0,43.9
T101366,2024-11-01,C5465,P1024,S105,1,16.74,0,16.74
T101367,2024-07-12,C5226,P1061,S108,1,163.04,0,163.04
T101368,2024-08-20,C5875,P1090,S103,1,266.21,0,266.21
T101369,2024-10-24,C5326,P1062,S103,2,258.92,0,517.84
T101370,2024-07-28,C6186,P1054,S101,4,250.09,1,900.32
T101371,2024-03-15,C5435,P1003,S107,1,22.93,1,20.64
T101372,2024-02-26,C5631,P1037,S109,2,285.77,0,571.54
T101373,2024-08-05,C6098,P1057,S108,2,151.94,1,273.49
T101374,2024-02-27,C6243,P1083,S107,1,40.38,0,40.38
T101375,2024-06-17,C5548,P1079,S101,1,75.04,0,75.04
T101376,2024-02-03,C6222,P1093,S111,1,9.54,0,9.54
T101377,2024-12-13,C6167,P1069,S103,3,196.61,0,589.83
T101378,2024-02-19,C6812,P1098,S104,1,176.7,0,176.7
T101379,2024-09-07,C5073,P1058,S101,1,3.34,0,3.34
T101380,2024-10-26,C5556,P1055,S107,1,2.49,0,2.49
T101381,2024-01-30,C5525,P1087,S108,2,21.95,0,43.9
T101382,2024-12-03,C6081,P1043,S103,1,26.88,0,26.88
T101383,2024-04-26,C6739,P1070,S110,1,231.39,0,231.39
T101384,2024-10-25,C5381,P1061,S104,2,163.04,0,326.08
T101385,2024-11-01,C6512,P1090,S110,1,266.21,0,266.21
T101386,2024-09-03,C6969,P1008,S111,1,29.24,0,29.24
T101387,2024-06-14,C5422,P1041,S107,2,163.54,0,327.08
T101388,2024-02-14,C6250,P1036,S104,2,93.47,0,186.94
T101389,2024-10-22,C6124,P1038,S109,1,25.2,0,25.2
T101390,2024-10-17,C6740,P1057,S111,1,151.94,0,151.94
T101391,2024-11-16,C5532,P1029,S104,1,32.02,1,28.82
T101392,2024-07-14,C5867,P1019,S106,1,157.28,1,141.55
T101393,2024-02-20,C6662,P1041,S102,1,163.54,0,163.54
T101394,2024-07-24,C5110,P1027,S109,1,91.55,0,91.55
T101395,2024-11-08,C5567,P1096,S110,1,234.47,0,234.47
T101396,2024-11-27,C6998,P1061,S111,2,163.04,0,326.08
T101397,2024-09-20,C6817,P1028,S103,2,311.94,0,623.88
T101398,2024-10-17,C5045,P1026,S104,1,199.04,0,199.04
T101399,2024-05-08,C5045,P1056,S112,3,525.76,0,1577.28
T101400,2024-11-08,C6035,P1053,S112,1,130.84,0,130.84
